ground_height,lane_id,lane_type,left_lane_boundary,right_lane_boundary,left_lane_mark_type,right_lane_mark_type
,56224165,BIKE,"[{'x': 4981.39, 'y': 2447.19, 'z': 58.82}, {'x': 4980.85, 'y': 2448.51, 'z': 58.86}, {'x': 4980.54, 'y': 2449.34, 'z': 58.89}, {'x': 4980.24, 'y': 2450.24, 'z': 58.91}, {'x': 4979.98, 'y': 2451.19, 'z': 58.94}, {'x': 4979.79, 'y': 2452.14, 'z': 59.01}, {'x': 4979.71, 'y': 2453.07, 'z': 59.05}, {'x': 4979.75, 'y': 2453.94, 'z': 59.09}, {'x': 4979.95, 'y': 2454.73, 'z': 59.11}, {'x': 4980.34, 'y': 2455.4, 'z': 59.16}, {'x': 4980.95, 'y': 2455.92, 'z': 59.2}, {'x': 4981.8, 'y': 2456.25, 'z': 59.23}]","[{'x': 4984.69, 'y': 2448.29, 'z': 58.94}, {'x': 4984.63, 'y': 2448.36, 'z': 58.94}, {'x': 4984.6, 'y': 2448.45, 'z': 58.95}, {'x': 4984.47, 'y': 2448.67, 'z': 58.96}, {'x': 4983.58, 'y': 2450.02, 'z': 58.97}, {'x': 4983.08, 'y': 2450.89, 'z': 58.99}, {'x': 4982.61, 'y': 2451.8, 'z': 59.0}, {'x': 4982.25, 'y': 2452.69, 'z': 59.02}, {'x': 4982.05, 'y': 2453.51, 'z': 59.06}, {'x': 4982.08, 'y': 2454.19, 'z': 59.09}, {'x': 4982.4, 'y': 2454.68, 'z': 59.12}]",NONE,NONE
,56224166,VEHICLE,"[{'x': 4961.3, 'y': 2453.47, 'z': 58.79}, {'x': 4962.35, 'y': 2453.88, 'z': 58.84}, {'x': 4963.36, 'y': 2454.18, 'z': 58.87}, {'x': 4964.34, 'y': 2454.41, 'z': 58.9}, {'x': 4965.29, 'y': 2454.55, 'z': 58.92}, {'x': 4966.21, 'y': 2454.61, 'z': 58.93}, {'x': 4967.11, 'y': 2454.6, 'z': 58.95}, {'x': 4967.98, 'y': 2454.52, 'z': 58.96}, {'x': 4968.83, 'y': 2454.38, 'z': 58.97}, {'x': 4969.67, 'y': 2454.18, 'z': 58.98}, {'x': 4970.48, 'y': 2453.93, 'z': 58.98}, {'x': 4971.29, 'y': 2453.62, 'z': 58.98}, {'x': 4972.07, 'y': 2453.27, 'z': 58.97}, {'x': 4972.85, 'y': 2452.88, 'z': 58.97}, {'x': 4973.63, 'y': 2452.45, 'z': 58.96}, {'x': 4974.39, 'y': 2451.99, 'z': 58.94}, {'x': 4975.07, 'y': 2451.61, 'z': 58.93}, {'x': 4975.94, 'y': 2451.1, 'z': 58.92}, {'x': 4976.78, 'y': 2450.63, 'z': 58.92}, {'x': 4977.5, 'y': 2450.11, 'z': 58.92}, {'x': 4978.27, 'y': 2449.6, 'z': 58.93}, {'x': 4979.08, 'y': 2448.98, 'z': 58.93}, {'x': 4979.94, 'y': 2448.39, 'z': 58.88}, {'x': 4980.66, 'y': 2447.84, 'z': 58.83}, {'x': 4981.39, 'y': 2447.19, 'z': 58.82}]","[{'x': 4962.57, 'y': 2450.04, 'z': 58.72}, {'x': 4963.68, 'y': 2450.3, 'z': 58.74}, {'x': 4964.71, 'y': 2450.48, 'z': 58.77}, {'x': 4965.68, 'y': 2450.6, 'z': 58.79}, {'x': 4966.59, 'y': 2450.66, 'z': 58.81}, {'x': 4967.45, 'y': 2450.64, 'z': 58.82}, {'x': 4968.27, 'y': 2450.56, 'z': 58.82}, {'x': 4969.06, 'y': 2450.42, 'z': 58.82}, {'x': 4969.82, 'y': 2450.21, 'z': 58.81}, {'x': 4970.56, 'y': 2449.94, 'z': 58.79}, {'x': 4971.28, 'y': 2449.61, 'z': 58.77}, {'x': 4972.01, 'y': 2449.21, 'z': 58.76}, {'x': 4972.73, 'y': 2448.76, 'z': 58.77}, {'x': 4973.47, 'y': 2448.26, 'z': 58.78}, {'x': 4974.23, 'y': 2447.69, 'z': 58.79}, {'x': 4975.02, 'y': 2447.07, 'z': 58.82}, {'x': 4975.84, 'y': 2446.4, 'z': 58.88}, {'x': 4976.8, 'y': 2445.7, 'z': 58.93}]",NONE,NONE
,56224175,BIKE,"[{'x': 4950.0, 'y': 2446.81, 'z': 58.26}, {'x': 4955.95, 'y': 2448.28, 'z': 58.47}, {'x': 4962.57, 'y': 2450.04, 'z': 58.72}]","[{'x': 4950.0, 'y': 2445.2, 'z': 58.18}, {'x': 4956.2, 'y': 2446.74, 'z': 58.38}, {'x': 4962.8, 'y': 2448.47, 'z': 58.64}]",SOLID_WHITE,SOLID_WHITE
,56224204,BIKE,"[{'x': 4997.27, 'y': 2461.59, 'z': 59.7}, {'x': 5000.79, 'y': 2462.79, 'z': 59.84}]","[{'x': 4997.83, 'y': 2459.97, 'z': 59.62}, {'x': 5001.74, 'y': 2460.02, 'z': 59.81}]",NONE,NONE
,56224206,VEHICLE,"[{'x': 4950.0, 'y': 2450.22, 'z': 58.36}, {'x': 4955.55, 'y': 2451.75, 'z': 58.57}, {'x': 4961.3, 'y': 2453.47, 'z': 58.79}]","[{'x': 4950.0, 'y': 2446.81, 'z': 58.26}, {'x': 4955.95, 'y': 2448.28, 'z': 58.47}, {'x': 4962.57, 'y': 2450.04, 'z': 58.72}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,56224221,VEHICLE,"[{'x': 4950.0, 'y': 2450.22, 'z': 58.36}, {'x': 4927.71, 'y': 2445.09, 'z': 57.84}, {'x': 4887.81, 'y': 2435.84, 'z': 57.34}]","[{'x': 4950.0, 'y': 2454.2, 'z': 58.36}, {'x': 4939.92, 'y': 2451.83, 'z': 58.1}, {'x': 4924.16, 'y': 2448.19, 'z': 57.76}, {'x': 4908.87, 'y': 2444.67, 'z': 57.49}, {'x': 4886.96, 'y': 2439.73, 'z': 57.32}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,56224222,VEHICLE,"[{'x': 4980.01, 'y': 2460.61, 'z': 59.25}, {'x': 4986.46, 'y': 2462.77, 'z': 59.45}]","[{'x': 4981.8, 'y': 2456.25, 'z': 59.23}, {'x': 4988.02, 'y': 2458.41, 'z': 59.45}]",SOLID_YELLOW,DASHED_WHITE
,56224223,BIKE,"[{'x': 4962.57, 'y': 2450.04, 'z': 58.72}, {'x': 4964.29, 'y': 2450.57, 'z': 58.77}, {'x': 4967.42, 'y': 2451.51, 'z': 58.87}, {'x': 4974.59, 'y': 2453.83, 'z': 59.03}, {'x': 4981.8, 'y': 2456.25, 'z': 59.23}]","[{'x': 4962.8, 'y': 2448.47, 'z': 58.64}, {'x': 4963.28, 'y': 2448.57, 'z': 58.65}, {'x': 4966.06, 'y': 2449.34, 'z': 58.72}, {'x': 4968.69, 'y': 2450.12, 'z': 58.79}, {'x': 4975.88, 'y': 2452.43, 'z': 58.98}, {'x': 4982.4, 'y': 2454.68, 'z': 59.12}]",SOLID_WHITE,SOLID_WHITE
,56224224,VEHICLE,"[{'x': 4961.3, 'y': 2453.47, 'z': 58.79}, {'x': 4955.55, 'y': 2451.75, 'z': 58.57}, {'x': 4950.0, 'y': 2450.22, 'z': 58.36}]","[{'x': 4960.08, 'y': 2456.91, 'z': 58.8}, {'x': 4954.41, 'y': 2455.36, 'z': 58.55}, {'x': 4950.0, 'y': 2454.2, 'z': 58.36}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,56224240,VEHICLE,"[{'x': 4982.47, 'y': 2454.65, 'z': 59.12}, {'x': 4989.72, 'y': 2455.81, 'z': 59.31}, {'x': 4992.44, 'y': 2456.24, 'z': 59.4}, {'x': 4994.0, 'y': 2456.48, 'z': 59.44}, {'x': 4994.92, 'y': 2456.6, 'z': 59.48}, {'x': 4994.94, 'y': 2456.58, 'z': 59.48}, {'x': 4995.21, 'y': 2456.63, 'z': 59.49}]","[{'x': 4985.44, 'y': 2450.2, 'z': 59.02}, {'x': 4988.12, 'y': 2450.65, 'z': 59.12}, {'x': 4995.86, 'y': 2452.08, 'z': 59.5}]",SOLID_WHITE,SOLID_WHITE
,56224272,VEHICLE,"[{'x': 5010.0, 'y': 2472.65, 'z': 60.32}, {'x': 5002.42, 'y': 2469.65, 'z': 60.1}, {'x': 4998.85, 'y': 2468.27, 'z': 59.98}]","[{'x': 5010.0, 'y': 2475.71, 'z': 60.31}, {'x': 4997.81, 'y': 2470.92, 'z': 59.92}]",SOLID_YELLOW,SOLID_WHITE
,56224300,BIKE,"[{'x': 4978.88, 'y': 2463.52, 'z': 59.27}, {'x': 4968.79, 'y': 2459.82, 'z': 59.02}, {'x': 4965.06, 'y': 2458.43, 'z': 58.92}, {'x': 4962.32, 'y': 2457.55, 'z': 58.88}, {'x': 4960.08, 'y': 2456.91, 'z': 58.8}]","[{'x': 4978.38, 'y': 2465.2, 'z': 59.26}, {'x': 4963.99, 'y': 2459.91, 'z': 58.89}, {'x': 4961.93, 'y': 2459.16, 'z': 58.87}, {'x': 4960.74, 'y': 2458.82, 'z': 58.83}, {'x': 4959.53, 'y': 2458.46, 'z': 58.78}]",SOLID_WHITE,SOLID_WHITE
,56224316,VEHICLE,"[{'x': 4961.3, 'y': 2453.47, 'z': 58.79}, {'x': 4962.25, 'y': 2453.71, 'z': 58.83}, {'x': 4962.94, 'y': 2453.82, 'z': 58.85}, {'x': 4963.83, 'y': 2453.89, 'z': 58.87}, {'x': 4964.93, 'y': 2453.96, 'z': 58.9}, {'x': 4981.89, 'y': 2454.6, 'z': 59.12}, {'x': 4982.47, 'y': 2454.65, 'z': 59.12}]","[{'x': 4962.57, 'y': 2450.04, 'z': 58.72}, {'x': 4963.08, 'y': 2450.18, 'z': 58.73}, {'x': 4963.85, 'y': 2450.35, 'z': 58.75}, {'x': 4964.68, 'y': 2450.48, 'z': 58.77}, {'x': 4966.31, 'y': 2450.6, 'z': 58.81}, {'x': 4982.9, 'y': 2450.18, 'z': 58.97}, {'x': 4984.57, 'y': 2450.14, 'z': 58.99}, {'x': 4985.44, 'y': 2450.2, 'z': 59.02}]",NONE,NONE
,56224317,BIKE,"[{'x': 4991.53, 'y': 2468.46, 'z': 59.67}, {'x': 4978.88, 'y': 2463.52, 'z': 59.27}]","[{'x': 4990.97, 'y': 2469.92, 'z': 59.64}, {'x': 4980.83, 'y': 2466.12, 'z': 59.3}, {'x': 4978.38, 'y': 2465.2, 'z': 59.26}]",SOLID_WHITE,SOLID_WHITE
,56224318,BIKE,"[{'x': 4962.57, 'y': 2450.04, 'z': 58.72}, {'x': 4963.61, 'y': 2450.36, 'z': 58.75}, {'x': 4964.61, 'y': 2450.66, 'z': 58.77}, {'x': 4965.58, 'y': 2450.92, 'z': 58.81}, {'x': 4966.52, 'y': 2451.15, 'z': 58.84}, {'x': 4967.44, 'y': 2451.35, 'z': 58.86}, {'x': 4968.33, 'y': 2451.5, 'z': 58.88}, {'x': 4969.2, 'y': 2451.62, 'z': 58.89}, {'x': 4970.05, 'y': 2451.69, 'z': 58.9}, {'x': 4970.88, 'y': 2451.72, 'z': 58.91}, {'x': 4971.7, 'y': 2451.7, 'z': 58.91}, {'x': 4972.5, 'y': 2451.64, 'z': 58.91}, {'x': 4973.3, 'y': 2451.53, 'z': 58.91}, {'x': 4974.1, 'y': 2451.36, 'z': 58.91}, {'x': 4974.88, 'y': 2451.14, 'z': 58.91}, {'x': 4975.67, 'y': 2450.86, 'z': 58.91}, {'x': 4976.46, 'y': 2450.53, 'z': 58.91}, {'x': 4977.26, 'y': 2450.14, 'z': 58.92}, {'x': 4978.06, 'y': 2449.68, 'z': 58.93}, {'x': 4978.87, 'y': 2449.16, 'z': 58.93}, {'x': 4979.7, 'y': 2448.57, 'z': 58.92}, {'x': 4980.54, 'y': 2447.92, 'z': 58.83}, {'x': 4981.39, 'y': 2447.19, 'z': 58.82}]","[{'x': 4962.8, 'y': 2448.47, 'z': 58.64}, {'x': 4963.67, 'y': 2448.67, 'z': 58.66}, {'x': 4964.55, 'y': 2448.85, 'z': 58.68}, {'x': 4965.44, 'y': 2449.02, 'z': 58.7}, {'x': 4966.34, 'y': 2449.17, 'z': 58.72}, {'x': 4967.25, 'y': 2449.29, 'z': 58.73}, {'x': 4968.15, 'y': 2449.37, 'z': 58.74}, {'x': 4969.05, 'y': 2449.41, 'z': 58.75}, {'x': 4969.94, 'y': 2449.4, 'z': 58.75}, {'x': 4970.82, 'y': 2449.32, 'z': 58.75}, {'x': 4971.67, 'y': 2449.18, 'z': 58.75}, {'x': 4972.5, 'y': 2448.96, 'z': 58.76}, {'x': 4973.3, 'y': 2448.66, 'z': 58.78}, {'x': 4974.07, 'y': 2448.28, 'z': 58.8}, {'x': 4974.8, 'y': 2447.79, 'z': 58.8}, {'x': 4975.48, 'y': 2447.2, 'z': 58.82}, {'x': 4976.12, 'y': 2446.5, 'z': 58.86}, {'x': 4976.8, 'y': 2445.7, 'z': 58.93}]",NONE,NONE
,56224327,BIKE,"[{'x': 4981.8, 'y': 2456.25, 'z': 59.23}, {'x': 4988.02, 'y': 2458.41, 'z': 59.45}]","[{'x': 4982.4, 'y': 2454.68, 'z': 59.12}, {'x': 4988.56, 'y': 2456.86, 'z': 59.36}]",DASHED_WHITE,DASHED_WHITE
,56224331,VEHICLE,"[{'x': 4961.3, 'y': 2453.47, 'z': 58.79}, {'x': 4965.92, 'y': 2455.12, 'z': 58.94}, {'x': 4970.85, 'y': 2456.9, 'z': 59.07}, {'x': 4976.01, 'y': 2458.94, 'z': 59.18}, {'x': 4980.01, 'y': 2460.61, 'z': 59.25}]","[{'x': 4962.57, 'y': 2450.04, 'z': 58.72}, {'x': 4964.29, 'y': 2450.57, 'z': 58.77}, {'x': 4967.42, 'y': 2451.51, 'z': 58.87}, {'x': 4974.59, 'y': 2453.83, 'z': 59.03}, {'x': 4981.8, 'y': 2456.25, 'z': 59.23}]",NONE,SOLID_WHITE
,56224339,VEHICLE,"[{'x': 4980.01, 'y': 2460.61, 'z': 59.25}, {'x': 4978.9, 'y': 2460.16, 'z': 59.25}, {'x': 4978.05, 'y': 2459.71, 'z': 59.23}, {'x': 4977.42, 'y': 2459.12, 'z': 59.21}, {'x': 4977.01, 'y': 2458.4, 'z': 59.19}, {'x': 4976.79, 'y': 2457.59, 'z': 59.17}, {'x': 4976.74, 'y': 2456.71, 'z': 59.14}, {'x': 4976.83, 'y': 2455.78, 'z': 59.12}, {'x': 4977.04, 'y': 2454.82, 'z': 59.09}, {'x': 4977.36, 'y': 2453.85, 'z': 59.06}, {'x': 4977.77, 'y': 2452.87, 'z': 59.03}, {'x': 4978.23, 'y': 2451.92, 'z': 58.98}, {'x': 4978.73, 'y': 2451.0, 'z': 58.95}, {'x': 4979.25, 'y': 2450.13, 'z': 58.95}, {'x': 4979.77, 'y': 2449.33, 'z': 58.95}, {'x': 4980.27, 'y': 2448.62, 'z': 58.85}, {'x': 4980.72, 'y': 2448.02, 'z': 58.84}, {'x': 4981.1, 'y': 2447.54, 'z': 58.83}, {'x': 4981.39, 'y': 2447.19, 'z': 58.82}]","[{'x': 4978.88, 'y': 2463.52, 'z': 59.27}, {'x': 4977.63, 'y': 2462.97, 'z': 59.23}, {'x': 4976.54, 'y': 2462.37, 'z': 59.2}, {'x': 4975.62, 'y': 2461.71, 'z': 59.16}, {'x': 4974.84, 'y': 2461.01, 'z': 59.13}, {'x': 4974.21, 'y': 2460.27, 'z': 59.11}, {'x': 4973.71, 'y': 2459.5, 'z': 59.12}, {'x': 4973.33, 'y': 2458.7, 'z': 59.12}, {'x': 4973.07, 'y': 2457.87, 'z': 59.11}, {'x': 4972.92, 'y': 2457.02, 'z': 59.09}, {'x': 4972.86, 'y': 2456.16, 'z': 59.08}, {'x': 4972.88, 'y': 2455.29, 'z': 59.06}, {'x': 4972.99, 'y': 2454.41, 'z': 59.03}, {'x': 4973.16, 'y': 2453.53, 'z': 59.0}, {'x': 4973.4, 'y': 2452.65, 'z': 58.96}, {'x': 4973.68, 'y': 2451.78, 'z': 58.93}, {'x': 4974.01, 'y': 2450.92, 'z': 58.89}, {'x': 4974.37, 'y': 2450.08, 'z': 58.86}, {'x': 4974.75, 'y': 2449.26, 'z': 58.84}, {'x': 4975.15, 'y': 2448.47, 'z': 58.83}, {'x': 4975.55, 'y': 2447.71, 'z': 58.82}, {'x': 4975.95, 'y': 2446.99, 'z': 58.84}, {'x': 4976.34, 'y': 2446.31, 'z': 58.88}, {'x': 4976.8, 'y': 2445.7, 'z': 58.93}]",NONE,NONE
,56224347,BIKE,"[{'x': 4960.08, 'y': 2456.91, 'z': 58.8}, {'x': 4954.41, 'y': 2455.36, 'z': 58.55}, {'x': 4950.0, 'y': 2454.2, 'z': 58.36}]","[{'x': 4959.53, 'y': 2458.46, 'z': 58.78}, {'x': 4953.95, 'y': 2456.81, 'z': 58.52}, {'x': 4950.0, 'y': 2455.72, 'z': 58.36}]",SOLID_WHITE,SOLID_WHITE
,56224363,VEHICLE,"[{'x': 5004.35, 'y': 2458.15, 'z': 60.09}, {'x': 5008.94, 'y': 2458.47, 'z': 60.29}, {'x': 5010.0, 'y': 2458.26, 'z': 60.31}]","[{'x': 5004.21, 'y': 2453.09, 'z': 59.88}, {'x': 5005.32, 'y': 2453.01, 'z': 59.94}, {'x': 5006.5, 'y': 2452.85, 'z': 60.01}, {'x': 5008.3, 'y': 2452.38, 'z': 60.12}, {'x': 5008.98, 'y': 2452.19, 'z': 60.16}, {'x': 5010.0, 'y': 2451.72, 'z': 60.21}]",NONE,SOLID_WHITE
,56224379,VEHICLE,"[{'x': 4981.39, 'y': 2447.19, 'z': 58.82}, {'x': 4981.1, 'y': 2447.54, 'z': 58.83}, {'x': 4980.72, 'y': 2448.02, 'z': 58.84}, {'x': 4980.27, 'y': 2448.62, 'z': 58.85}, {'x': 4979.77, 'y': 2449.33, 'z': 58.95}, {'x': 4979.25, 'y': 2450.13, 'z': 58.95}, {'x': 4978.73, 'y': 2451.0, 'z': 58.95}, {'x': 4978.23, 'y': 2451.92, 'z': 58.98}, {'x': 4977.77, 'y': 2452.87, 'z': 59.03}, {'x': 4977.36, 'y': 2453.85, 'z': 59.06}, {'x': 4977.04, 'y': 2454.82, 'z': 59.09}, {'x': 4976.83, 'y': 2455.78, 'z': 59.12}, {'x': 4976.74, 'y': 2456.71, 'z': 59.14}, {'x': 4976.79, 'y': 2457.59, 'z': 59.17}, {'x': 4977.01, 'y': 2458.4, 'z': 59.19}, {'x': 4977.42, 'y': 2459.12, 'z': 59.21}, {'x': 4978.05, 'y': 2459.71, 'z': 59.23}, {'x': 4978.9, 'y': 2460.16, 'z': 59.25}, {'x': 4980.01, 'y': 2460.61, 'z': 59.25}]","[{'x': 4984.69, 'y': 2448.29, 'z': 58.94}, {'x': 4984.63, 'y': 2448.36, 'z': 58.94}, {'x': 4984.59, 'y': 2448.49, 'z': 58.95}, {'x': 4981.64, 'y': 2454.14, 'z': 59.09}, {'x': 4981.53, 'y': 2454.74, 'z': 59.13}, {'x': 4981.48, 'y': 2455.3, 'z': 59.17}, {'x': 4981.61, 'y': 2455.78, 'z': 59.2}, {'x': 4981.8, 'y': 2456.25, 'z': 59.23}]",NONE,NONE
,56224433,VEHICLE,"[{'x': 4981.39, 'y': 2447.19, 'z': 58.82}, {'x': 4980.75, 'y': 2448.17, 'z': 58.84}, {'x': 4980.36, 'y': 2449.14, 'z': 58.87}, {'x': 4980.19, 'y': 2450.08, 'z': 58.9}, {'x': 4980.21, 'y': 2450.99, 'z': 58.93}, {'x': 4980.39, 'y': 2451.83, 'z': 58.96}, {'x': 4980.69, 'y': 2452.61, 'z': 59.0}, {'x': 4981.08, 'y': 2453.3, 'z': 59.04}, {'x': 4981.53, 'y': 2453.88, 'z': 59.07}, {'x': 4982.0, 'y': 2454.33, 'z': 59.1}, {'x': 4982.47, 'y': 2454.65, 'z': 59.12}]","[{'x': 4984.69, 'y': 2448.29, 'z': 58.94}, {'x': 4984.7, 'y': 2448.77, 'z': 58.99}, {'x': 4984.76, 'y': 2449.31, 'z': 59.0}, {'x': 4985.0, 'y': 2449.89, 'z': 59.0}, {'x': 4985.44, 'y': 2450.2, 'z': 59.02}]",NONE,NONE
,56224455,VEHICLE,"[{'x': 5000.79, 'y': 2462.79, 'z': 59.84}, {'x': 5010.0, 'y': 2465.93, 'z': 60.12}]","[{'x': 5001.74, 'y': 2460.02, 'z': 59.81}, {'x': 5010.0, 'y': 2463.0, 'z': 60.04}]",SOLID_WHITE,NONE
,56224484,VEHICLE,"[{'x': 4995.21, 'y': 2456.63, 'z': 59.49}, {'x': 5001.91, 'y': 2457.75, 'z': 59.92}, {'x': 5004.35, 'y': 2458.15, 'z': 60.09}]","[{'x': 4995.86, 'y': 2452.08, 'z': 59.5}, {'x': 5000.53, 'y': 2452.64, 'z': 59.7}, {'x': 5004.21, 'y': 2453.09, 'z': 59.88}]",SOLID_WHITE,SOLID_WHITE
,56224493,VEHICLE,"[{'x': 4999.95, 'y': 2465.1, 'z': 59.93}, {'x': 5010.0, 'y': 2468.78, 'z': 60.23}]","[{'x': 5000.79, 'y': 2462.79, 'z': 59.84}, {'x': 5010.0, 'y': 2465.93, 'z': 60.12}]",NONE,SOLID_WHITE
,56224516,VEHICLE,"[{'x': 4991.53, 'y': 2423.15, 'z': 58.43}, {'x': 4991.61, 'y': 2426.98, 'z': 58.49}, {'x': 4991.33, 'y': 2430.44, 'z': 58.53}, {'x': 4989.97, 'y': 2434.81, 'z': 58.55}, {'x': 4987.81, 'y': 2439.33, 'z': 58.62}, {'x': 4981.39, 'y': 2447.19, 'z': 58.82}]","[{'x': 4997.93, 'y': 2425.35, 'z': 58.48}, {'x': 4996.78, 'y': 2433.36, 'z': 58.64}, {'x': 4995.31, 'y': 2438.34, 'z': 58.76}, {'x': 4993.57, 'y': 2441.33, 'z': 58.76}, {'x': 4991.71, 'y': 2443.77, 'z': 58.8}, {'x': 4989.37, 'y': 2445.34, 'z': 58.84}, {'x': 4987.61, 'y': 2446.35, 'z': 58.88}, {'x': 4986.25, 'y': 2446.96, 'z': 58.92}, {'x': 4985.2, 'y': 2447.45, 'z': 58.89}, {'x': 4985.15, 'y': 2447.52, 'z': 58.89}, {'x': 4984.79, 'y': 2448.18, 'z': 58.93}, {'x': 4984.69, 'y': 2448.29, 'z': 58.94}]",NONE,NONE
,56224562,BIKE,"[{'x': 4997.81, 'y': 2470.92, 'z': 59.92}, {'x': 4991.53, 'y': 2468.46, 'z': 59.67}]","[{'x': 4997.27, 'y': 2472.29, 'z': 59.9}, {'x': 4990.97, 'y': 2469.92, 'z': 59.64}]",SOLID_WHITE,SOLID_WHITE
,56224644,BIKE,"[{'x': 4981.39, 'y': 2447.19, 'z': 58.82}, {'x': 4980.82, 'y': 2448.09, 'z': 58.84}, {'x': 4980.23, 'y': 2448.96, 'z': 58.87}, {'x': 4979.63, 'y': 2449.8, 'z': 58.95}, {'x': 4979.02, 'y': 2450.61, 'z': 58.95}, {'x': 4978.4, 'y': 2451.39, 'z': 58.96}, {'x': 4977.77, 'y': 2452.14, 'z': 58.99}, {'x': 4977.12, 'y': 2452.85, 'z': 59.02}, {'x': 4976.46, 'y': 2453.52, 'z': 59.04}, {'x': 4975.78, 'y': 2454.16, 'z': 59.06}, {'x': 4975.08, 'y': 2454.75, 'z': 59.06}, {'x': 4974.37, 'y': 2455.31, 'z': 59.07}, {'x': 4973.64, 'y': 2455.82, 'z': 59.08}, {'x': 4972.89, 'y': 2456.28, 'z': 59.08}, {'x': 4972.12, 'y': 2456.69, 'z': 59.08}, {'x': 4971.33, 'y': 2457.06, 'z': 59.08}, {'x': 4970.53, 'y': 2457.37, 'z': 59.07}, {'x': 4969.7, 'y': 2457.63, 'z': 59.05}, {'x': 4968.85, 'y': 2457.84, 'z': 59.04}, {'x': 4967.97, 'y': 2457.99, 'z': 59.01}, {'x': 4967.07, 'y': 2458.08, 'z': 58.98}, {'x': 4966.15, 'y': 2458.11, 'z': 58.95}, {'x': 4965.21, 'y': 2458.07, 'z': 58.93}, {'x': 4964.23, 'y': 2457.97, 'z': 58.91}, {'x': 4963.24, 'y': 2457.81, 'z': 58.9}, {'x': 4962.21, 'y': 2457.58, 'z': 58.88}, {'x': 4961.16, 'y': 2457.28, 'z': 58.85}, {'x': 4960.08, 'y': 2456.91, 'z': 58.8}]","[{'x': 4984.69, 'y': 2448.29, 'z': 58.94}, {'x': 4984.11, 'y': 2449.19, 'z': 58.96}, {'x': 4983.49, 'y': 2450.05, 'z': 58.97}, {'x': 4982.86, 'y': 2450.87, 'z': 58.98}, {'x': 4982.22, 'y': 2451.67, 'z': 58.99}, {'x': 4981.56, 'y': 2452.44, 'z': 59.0}, {'x': 4980.89, 'y': 2453.18, 'z': 59.03}, {'x': 4980.22, 'y': 2453.88, 'z': 59.06}, {'x': 4979.52, 'y': 2454.55, 'z': 59.11}, {'x': 4978.82, 'y': 2455.19, 'z': 59.12}, {'x': 4978.1, 'y': 2455.79, 'z': 59.14}, {'x': 4977.38, 'y': 2456.36, 'z': 59.14}, {'x': 4976.63, 'y': 2456.88, 'z': 59.14}, {'x': 4975.88, 'y': 2457.37, 'z': 59.14}, {'x': 4975.1, 'y': 2457.82, 'z': 59.13}, {'x': 4974.32, 'y': 2458.23, 'z': 59.13}, {'x': 4973.52, 'y': 2458.6, 'z': 59.12}, {'x': 4972.7, 'y': 2458.92, 'z': 59.11}, {'x': 4971.87, 'y': 2459.2, 'z': 59.09}, {'x': 4971.03, 'y': 2459.44, 'z': 59.07}, {'x': 4970.16, 'y': 2459.63, 'z': 59.05}, {'x': 4969.28, 'y': 2459.78, 'z': 59.03}, {'x': 4968.39, 'y': 2459.87, 'z': 58.99}, {'x': 4967.48, 'y': 2459.92, 'z': 58.95}, {'x': 4966.55, 'y': 2459.93, 'z': 58.93}, {'x': 4965.6, 'y': 2459.88, 'z': 58.93}, {'x': 4964.64, 'y': 2459.77, 'z': 58.91}, {'x': 4963.65, 'y': 2459.62, 'z': 58.9}, {'x': 4962.65, 'y': 2459.41, 'z': 58.88}, {'x': 4961.63, 'y': 2459.15, 'z': 58.86}, {'x': 4960.59, 'y': 2458.84, 'z': 58.82}, {'x': 4959.53, 'y': 2458.46, 'z': 58.78}]",NONE,NONE
